Code,Laterality,Contrast,XR#Views,description,modality,bodyRegion
RM01103,LEFT,N/A,1,XR CLAVICLE LEFT,XR,CLAVICLE
RM01104,RIGHT,N/A,1,XR CLAVICLE RIGHT,XR,CLAVICLE
RM01105,BILATERAL,N/A,1,XR CLAVICLE BILATERAL,XR,CLAVICLE
RM01106,N/A,N/A,3,XR CERVICAL SPINE 2-3 VIEWS,XR,CERVICAL SPINE
RM01107,N/A,N/A,5,XR CERVICAL SPINE 4-5 VIEWS,XR,CERVICAL SPINE
RM01108,N/A,N/A,3,XR CERVICAL SPINE 2-3 VIEWS WITH FLEXION EXTENSION,XR,CERVICAL SPINE
RM01109,N/A,N/A,1,XR WRIST NAVICULAR,XR,FOOT/WRIST
RM01110,LEFT,N/A,1,XR WRIST NAVICULAR LEFT,XR,FOOT/WRIST
RM01111,RIGHT,N/A,1,XR WRIST NAVICULAR RIGHT,XR,FOOT/WRIST
RM01112,N/A,N/A,3,XR ELBOW 3+ VIEWS,XR,ELBOW
RM01113,LEFT,N/A,3,XR ELBOW 3+ VIEWS LEFT,XR,ELBOW
RM01114,RIGHT,N/A,3,XR ELBOW 3+ VIEWS RIGHT,XR,ELBOW
RM01115,BILATERAL,N/A,3,XR ELBOW 3+ VIEWS BILATERAL,XR,ELBOW
RM01116,N/A,N/A,2,XR FEMUR 2 VIEWS,XR,FEMUR
RM01117,LEFT,N/A,2,XR FEMUR 2 VIEWS LEFT,XR,FEMUR
RM01118,RIGHT,N/A,2,XR FEMUR 2 VIEWS RIGHT,XR,FEMUR
RM01119,BILATERAL,N/A,2,XR FEMUR 2 VIEWS BILATERAL,XR,FEMUR
RM01120,N/A,N/A,1,XR FINGERS,XR,FINGERS
RM01121,LEFT,N/A,1,XR FINGERS LEFT,XR,FINGERS
RM01122,RIGHT,N/A,1,XR FINGERS RIGHT,XR,FINGERS
RM01123,N/A,N/A,3,XR FOOT 3+ VIEWS,XR,FOOT
RM01124,LEFT,N/A,3,XR FOOT 3+ VIEWS LEFT,XR,FOOT
RM01125,RIGHT,N/A,3,XR FOOT 3+ VIEWS RIGHT,XR,FOOT
RM01126,BILATERAL,N/A,3,XR FOOT 3+ VIEWS BILATERAL,XR,FOOT
RM01127,N/A,N/A,2,XR CALCANEUS 2 VIEWS,XR,FOOT
RM01128,LEFT,N/A,2,XR CALCANEUS 2 VIEWS LEFT,XR,FOOT
RM01129,RIGHT,N/A,2,XR CALCANEUS 2 VIEWS RIGHT,XR,FOOT
RM01130,BILATERAL,N/A,2,XR CALCANEUS 2 VIEWS BILATERAL,XR,FOOT
RM01131,N/A,N/A,1,XR HIP INTRAOPERATIVE,XR,HIP
RM01132,LEFT,N/A,1,XR HIP INTRAOPERATIVE LEFT,XR,HIP
RM01133,RIGHT,N/A,1,XR HIP INTRAOPERATIVE RIGHT,XR,HIP
RM01134,N/A,N/A,1,XR HUMERUS,XR,HUMERUS
RM01135,LEFT,N/A,1,XR HUMERUS LEFT,XR,HUMERUS
RM01136,RIGHT,N/A,1,XR HUMERUS RIGHT,XR,HUMERUS
RM01137,BILATERAL,N/A,1,XR HUMERUS BILATERAL,XR,HUMERUS
RM01138,N/A,N/A,3,XR HAND 3+ VIEWS,XR,HAND
RM01139,LEFT,N/A,3,XR HAND 3+ VIEWS LEFT,XR,HAND
RM01140,RIGHT,N/A,3,XR HAND 3+ VIEWS RIGHT,XR,HAND
RM01141,BILATERAL,N/A,3,XR HAND 3+ VIEWS BILATERAL,XR,HAND
RM01142,N/A,N/A,2,XR KNEE 1-2 VIEWS,XR,KNEE
RM01143,LEFT,N/A,2,XR KNEE 1-2 VIEWS LEFT,XR,KNEE
RM01144,RIGHT,N/A,2,XR KNEE 1-2 VIEWS RIGHT,XR,KNEE
RM01145,BILATERAL,N/A,2,XR KNEE 1-2 VIEWS BILATERAL,XR,KNEE
RM01146,N/A,N/A,4,XR KNEE 4+ VIEWS,XR,KNEE
RM01147,LEFT,N/A,4,XR KNEE 4+ VIEWS LEFT,XR,KNEE
RM01148,RIGHT,N/A,4,XR KNEE 4+ VIEWS RIGHT,XR,KNEE
RM01149,BILATERAL,N/A,4,XR KNEE 4+ VIEWS BILATERAL,XR,KNEE
RM01150,N/A,N/A,3,XR LUMBAR SPINE 2-3 VIEWS,XR,LUMBAR SPINE
RM01151,BILATERAL,N/A,3,XR MASTOIDS 3+ VIEWS BILATERAL,XR,HEAD
RM01152,N/A,N/A,1,XR PELVIS 1 VIEW,XR,PELVIS
RM01153,N/A,N/A,2,XR RIBS 2 VIEWS UNILATERAL,XR,RIBS
RM01154,N/A,N/A,1,XR SHOULDER 1 VIEW,XR,SHOULDER
RM01155,LEFT,N/A,1,XR SHOULDER 1 VIEW LEFT,XR,SHOULDER
RM01156,RIGHT,N/A,1,XR SHOULDER 1 VIEW RIGHT,XR,SHOULDER
RM01157,BILATERAL,N/A,1,XR SHOULDER 1 VIEW BILATERAL,XR,SHOULDER
RM01158,N/A,N/A,2,XR SHOULDER 2+ VIEWS,XR,SHOULDER
RM01159,LEFT,N/A,2,XR SHOULDER 2+ VIEWS LEFT,XR,SHOULDER
RM01160,RIGHT,N/A,2,XR SHOULDER 2+ VIEWS RIGHT,XR,SHOULDER
RM01161,BILATERAL,N/A,2,XR SHOULDER 2+ VIEWS BILATERAL,XR,SHOULDER
RM01162,N/A,N/A,3,XR PARANASAL SINUSES 3+ VIEWS,XR,FACE
RM01163,N/A,N/A,1,XR SPINE,XR,LUMBAR SPINE
RM01164,N/A,N/A,1,XR THUMB,XR,HAND
RM01165,LEFT,N/A,1,XR THUMB LEFT,XR,HAND
RM01166,RIGHT,N/A,1,XR THUMB RIGHT,XR,HAND
RM01167,N/A,N/A,2,XR TIBIA FIBULA 2 VIEWS,XR,TIB FIB
RM01168,LEFT,N/A,2,XR TIBIA FIBULA 2 VIEWS LEFT,XR,TIB FIB
RM01169,RIGHT,N/A,2,XR TIBIA FIBULA 2 VIEWS RIGHT,XR,TIB FIB
RM01170,BILATERAL,N/A,2,XR TIBIA FIBULA 2 VIEWS BILATERAL,XR,TIB FIB
RM01171,BILATERAL,N/A,1,XR TEMPOROMANDIBULAR JOINT OPEN AND CLOSED BILATERAL,XR,FACE
RM01172,N/A,N/A,3,XR WRIST 3+ VIEWS,XR,WRIST
RM01173,LEFT,N/A,3,XR WRIST 3+ VIEWS LEFT,XR,WRIST
RM01174,RIGHT,N/A,3,XR WRIST 3+ VIEWS RIGHT,XR,WRIST
RM01175,BILATERAL,N/A,3,XR WRIST 3+ VIEWS BILATERAL,XR,WRIST
RM01176,N/A,N/A,1,XR ABDOMEN 1 VIEW,XR,ABDOMEN
RM01177,N/A,N/A,3,XR ABDOMEN 3+ VIEWS,XR,ABDOMEN
RM01178,N/A,N/A,1,XR SELLA TURCICA,XR,HEAD
RM01179,N/A,N/A,2,XR ANKLE 1-2 VIEWS,XR,ANKLE
RM01180,LEFT,N/A,2,XR ANKLE 1-2 VIEWS LEFT,XR,ANKLE
RM01181,RIGHT,N/A,2,XR ANKLE 1-2 VIEWS RIGHT,XR,ANKLE
RM01182,BILATERAL,N/A,2,XR ANKLE 1-2 VIEWS BILATERAL,XR,ANKLE
RM01183,N/A,N/A,1,XR BONE AGE EXTENDED,XR,ENTIRE BODY
RM01184,N/A,N/A,1,XR CERVICAL SPINE 1 VIEW,XR,CERVICAL SPINE
RM01185,N/A,N/A,2,XR ELBOW 1-2 VIEWS,XR,ELBOW
RM01186,LEFT,N/A,2,XR ELBOW 1-2 VIEWS LEFT,XR,ELBOW
RM01187,RIGHT,N/A,2,XR ELBOW 1-2 VIEWS RIGHT,XR,ELBOW
RM01188,BILATERAL,N/A,2,XR ELBOW 1-2 VIEWS BILATERAL,XR,ELBOW
RM01189,N/A,N/A,2,XR FOREARM 2 VIEWS,XR,FOREARM
RM01190,LEFT,N/A,2,XR FOREARM 2 VIEWS LEFT,XR,FOREARM
RM01191,RIGHT,N/A,2,XR FOREARM 2 VIEWS RIGHT,XR,FOREARM
RM01192,BILATERAL,N/A,2,XR FOREARM 2 VIEWS BILATERAL,XR,FOREARM
RM01193,N/A,N/A,2,XR FOOT 1-2 VIEWS,XR,FOOT
RM01194,LEFT,N/A,2,XR FOOT 1-2 VIEWS LEFT,XR,FOOT
RM01195,RIGHT,N/A,2,XR FOOT 1-2 VIEWS RIGHT,XR,FOOT
RM01196,BILATERAL,N/A,2,XR FOOT 1-2 VIEWS BILATERAL,XR,FOOT
RM01197,BILATERAL,N/A,2,XR HIP 2+ VIEWS BILATERAL WITH ANTEROPOSTERIOR PELVIS,XR,PELVIS/HIP
RM01198,N/A,N/A,2,XR HIP 2+ VIEWS,XR,HIP
RM01199,LEFT,N/A,2,XR HIP 2+ VIEWS LEFT,XR,HIP
RM01200,RIGHT,N/A,2,XR HIP 2+ VIEWS RIGHT,XR,HIP
RM01201,BILATERAL,N/A,2,XR HIP 2+ VIEWS BILATERAL,XR,HIP
RM01202,N/A,N/A,1,XR HIP 1 VIEW,XR,HIP
RM01203,LEFT,N/A,1,XR HIP 1 VIEW LEFT,XR,HIP
RM01204,RIGHT,N/A,1,XR HIP 1 VIEW RIGHT,XR,HIP
RM01205,BILATERAL,N/A,1,XR HIP 1 VIEW BILATERAL,XR,HIP
RM01206,N/A,N/A,2,XR HAND 1-2 VIEWS,XR,HAND
RM01207,LEFT,N/A,2,XR HAND 1-2 VIEWS LEFT,XR,HAND
RM01208,RIGHT,N/A,2,XR HAND 1-2 VIEWS RIGHT,XR,HAND
RM01209,BILATERAL,N/A,2,XR HAND 1-2 VIEWS BILATERAL,XR,HAND
RM01210,N/A,N/A,6,XR CERVICAL SPINE 6+ VIEWS,XR,CERVICAL SPINE
RM01211,N/A,N/A,3,XR KNEE 3 VIEWS,XR,KNEE
RM01212,LEFT,N/A,3,XR KNEE 3 VIEWS LEFT,XR,KNEE
RM01213,RIGHT,N/A,3,XR KNEE 3 VIEWS RIGHT,XR,KNEE
RM01214,BILATERAL,N/A,3,XR KNEE 3 VIEWS BILATERAL,XR,KNEE
RM01215,N/A,N/A,6,XR LUMBAR SPINE 6+ VIEWS INCLUDING BENDING,XR,LUMBAR SPINE
RM01216,N/A,N/A,4,XR LUMBAR SPINE 4+ VIEWS,XR,LUMBAR SPINE
RM01217,N/A,N/A,1,XR LUMBAR SPINE ANTEROPOSTERIOR AND LATERAL,XR,LUMBAR SPINE
RM01218,N/A,N/A,3,XR PELVIS 3+ VIEWS,XR,PELVIS
RM01219,N/A,N/A,1,XR PELVIS 1 VIEW ANTEROPOSTERIOR,XR,PELVIS
RM01220,N/A,N/A,1,XR SCAPULA,XR,SCAPULA
RM01221,LEFT,N/A,1,XR SCAPULA LEFT,XR,SCAPULA
RM01222,RIGHT,N/A,1,XR SCAPULA RIGHT,XR,SCAPULA
RM01223,BILATERAL,N/A,1,XR SCAPULA BILATERAL,XR,SCAPULA
RM01224,N/A,N/A,2,XR ENTIRE SPINE 2+ VIEWS,XR,LUMBAR SPINE
RM01225,N/A,N/A,2,XR THORACIC SPINE 2 VIEWS,XR,THORACIC SPINE
RM01226,N/A,N/A,2,XR THORACOLUMBAR SPINE 2 VIEWS,XR,UNCLASSIFIED
RM01227,N/A,N/A,2,XR WRIST 1-2 VIEWS,XR,WRIST
RM01228,LEFT,N/A,2,XR WRIST 1-2 VIEWS LEFT,XR,WRIST
RM01229,RIGHT,N/A,2,XR WRIST 1-2 VIEWS RIGHT,XR,WRIST
RM01230,BILATERAL,N/A,2,XR WRIST 1-2 VIEWS BILATERAL,XR,WRIST
RM01231,N/A,N/A,1,XR LUMBAR SPINE 1 VIEW,XR,LUMBAR SPINE
RM01232,N/A,N/A,2,XR PELVIS 1-2 VIEWS,XR,PELVIS
RM01233,N/A,N/A,1,XR PELVIMETRY,XR,PELVIS
RM01234,BILATERAL,N/A,3,XR RIBS 3 VIEWS BILATERAL,XR,RIBS
RM01235,N/A,N/A,1,XR THORACIC SPINE 1 VIEW,XR,THORACIC SPINE
RM01236,N/A,N/A,2,XR COCCYX 2+ VIEWS,XR,PELVIS
RM01237,BILATERAL,N/A,1,XR KNEES ANTEROPOSTERIOR STANDING BILATERAL,XR,KNEE
RM01238,N/A,N/A,1,XR BONE AGE HAND,XR,HAND/ENTIRE BODY
RM01239,N/A,N/A,1,XR OPTIC FORAMINA,XR,FACE
RM01240,N/A,N/A,1,XR EYE FOREIGN BODY,XR,FACE
RM01241,N/A,N/A,1,XR NECK SOFT TISSUE,XR,NECK
RM01242,N/A,N/A,1,XR TEMPOROMANDIBULAR JOINT OPEN AND CLOSED UNILATERAL,XR,FACE
RM01243,N/A,N/A,1,XR THORACIC SPINE,XR,THORACIC SPINE
RM01244,N/A,N/A,2,XR SACRUM COCCYX 2+ VIEWS,XR,PELVIS
RM01245,N/A,N/A,1,XR FACIAL,XR,FACE
RM01246,N/A,N/A,1,XR NASAL BONES,XR,FACE
RM01247,N/A,N/A,3,XR SACROILIAC JOINTS 3+ VIEWS,XR,SACROILIAC JOINT
RM01248,LEFT,N/A,3,XR SACROILIAC JOINTS 3+ VIEWS LEFT,XR,SACROILIAC JOINT
RM01249,RIGHT,N/A,3,XR SACROILIAC JOINTS 3+ VIEWS RIGHT,XR,SACROILIAC JOINT
RM01250,BILATERAL,N/A,3,XR SACROILIAC JOINTS 3+ VIEWS BILATERAL,XR,SACROILIAC JOINT
RM01251,N/A,N/A,2,XR RIBS 2 VIEWS UNILATERAL WITH CHEST,XR,CHEST/RIBS
RM01252,N/A,N/A,1,XR WHOLE BODY INFANT,XR,ENTIRE BODY
RM01253,N/A,N/A,2,XR PARANASAL SINUSES 1-2 VIEWS,XR,FACE
RM01254,N/A,N/A,1,XR SALIVARY GLAND,XR,NECK
RM01255,N/A,N/A,4,XR ORBITS COMPLETE 4+ VIEWS,XR,FACE
RM01256,N/A,N/A,1,XR THORACIC SPINE 1 VIEW LATERAL,XR,THORACIC SPINE
RM01257,N/A,N/A,2,XR FACIAL BONES 1-2 VIEWS,XR,FACE
RM01258,N/A,N/A,2,XR FACIAL BONES 1-2 VIEWS ZYGOMA,XR,FACE
RM01259,BILATERAL,N/A,2,XR MASTOIDS 1-2 VIEWS BILATERAL,XR,HEAD
RM01260,N/A,N/A,2,XR SACROILIAC JOINTS 1-2 VIEWS,XR,SACROILIAC JOINT
RM01261,LEFT,N/A,2,XR SACROILIAC JOINTS 1-2 VIEWS LEFT,XR,SACROILIAC JOINT
RM01262,RIGHT,N/A,2,XR SACROILIAC JOINTS 1-2 VIEWS RIGHT,XR,SACROILIAC JOINT
RM01263,BILATERAL,N/A,2,XR SACROILIAC JOINTS 1-2 VIEWS BILATERAL,XR,SACROILIAC JOINT
RM01264,N/A,N/A,1,XR ABDOMEN ANTEROPOSTERIOR INFANT,XR,ABDOMEN
RM01265,N/A,N/A,1,XR ABDOMEN LATERAL CROSS TABLE INFANT,XR,ABDOMEN
RM01266,N/A,N/A,1,XR CHEST 1 VIEW ANTEROPOSTERIOR INFANT,XR,CHEST
RM01267,N/A,N/A,1,XR CHEST 1 VIEW LATERAL INFANT,XR,CHEST
RM01268,N/A,N/A,1,"XR CHEST LATERAL, DECUBITUS, OR BUCKY",XR,CHEST
RM01269,N/A,N/A,1,XR CHEST 1 VIEW POSTEROANTERIOR,XR,CHEST
RM01270,N/A,N/A,1,XR LUMBAR SPINE 1 VIEW INTRAOPERATIVE,XR,LUMBAR SPINE
RM01271,N/A,N/A,2,XR LOWER EXTREMITY 2+ VIEWS INFANT,XR,LOWER EXTREMITY
RM01272,LEFT,N/A,2,XR LOWER EXTREMITY 2+ VIEWS INFANT LEFT,XR,LOWER EXTREMITY
RM01273,RIGHT,N/A,2,XR LOWER EXTREMITY 2+ VIEWS INFANT RIGHT,XR,LOWER EXTREMITY
RM01274,BILATERAL,N/A,2,XR LOWER EXTREMITY 2+ VIEWS INFANT BILATERAL,XR,LOWER EXTREMITY
RM01275,N/A,N/A,2,XR SACRUM 2+ VIEWS,XR,PELVIS
RM01276,N/A,N/A,2,XR STERNUM 2+ VIEWS,XR,CHEST
RM01277,N/A,N/A,2,XR UPPER EXTREMITY 2+ VIEWS INFANT,XR,UPPER EXTREMITY
RM01278,LEFT,N/A,2,XR UPPER EXTREMITY 2+ VIEWS INFANT LEFT,XR,UPPER EXTREMITY
RM01279,RIGHT,N/A,2,XR UPPER EXTREMITY 2+ VIEWS INFANT RIGHT,XR,UPPER EXTREMITY
RM01280,BILATERAL,N/A,2,XR UPPER EXTREMITY 2+ VIEWS INFANT BILATERAL,XR,UPPER EXTREMITY
RM01281,N/A,N/A,2,XR ABDOMEN 2 VIEWS GENITOURINARY,XR,ABDOMEN
RM01282,N/A,N/A,1,XR ABDOMEN ANTEROPOSTERIOR AND OBLIQUE/CONE,XR,ABDOMEN
RM01283,N/A,N/A,1,XR ABDOMEN SUPINE AND ERECT,XR,ABDOMEN
RM01284,N/A,N/A,1,XR ABDOMEN SUPINE AND ERECT WITH CHEST,XR,ABDOMEN/CHEST
RM01285,N/A,N/A,2,XR CHEST 2 VIEWS WITH APICAL LORDOTIC,XR,CHEST
RM01286,N/A,N/A,2,XR CHEST 2 VIEWS WITH DECUBITUS VIEWS,XR,CHEST
RM01287,N/A,N/A,2,XR CHEST 2 VIEWS WITH OBLIQUES,XR,CHEST
RM01288,N/A,N/A,1,XR CHEST INSPIRATION EXPIRATION,XR,CHEST
RM01289,N/A,N/A,2,XR RIBS 2 VIEWS UNILATERAL WITH CHEST ANTEROPOSTERIOR,XR,CHEST/RIBS
RM01290,N/A,N/A,2,XR TOES 2 VIEWS,XR,TOES
RM01291,LEFT,N/A,2,XR TOES 2 VIEWS LEFT,XR,TOES
RM01292,RIGHT,N/A,2,XR TOES 2 VIEWS RIGHT,XR,TOES
RM01293,N/A,N/A,3,XR MANDIBLE 1-3 VIEWS,XR,FACE
RM01294,N/A,N/A,3,XR SKULL 1-3 VIEWS,XR,SKULL
RM01295,N/A,N/A,3,XR SKULL 1-3 VIEWS ANTEROPOSTERIOR AND LATERAL,XR,SKULL
RM01296,N/A,N/A,3,XR ANKLE 3+ VIEWS,XR,ANKLE
RM01297,LEFT,N/A,3,XR ANKLE 3+ VIEWS LEFT,XR,ANKLE
RM01298,RIGHT,N/A,3,XR ANKLE 3+ VIEWS RIGHT,XR,ANKLE
RM01299,BILATERAL,N/A,3,XR ANKLE 3+ VIEWS BILATERAL,XR,ANKLE
RM01300,N/A,N/A,1,XR CHEST POSTEROANTERIOR WITH DECUBITUS,XR,CHEST
RM01301,N/A,N/A,3,XR FACIAL BONES 3+ VIEWS,XR,FACE
RM01302,N/A,N/A,3,XR STERNOCLAVICULAR JOINTS 3+ VIEWS,XR,STERNOCLAVICULAR
RM01303,N/A,N/A,3,XR TIBIA FIBULA 3+ VIEWS,XR,TIB FIB
RM01304,LEFT,N/A,3,XR TIBIA FIBULA 3+ VIEWS LEFT,XR,TIB FIB
RM01305,RIGHT,N/A,3,XR TIBIA FIBULA 3+ VIEWS RIGHT,XR,TIB FIB
RM01306,BILATERAL,N/A,3,XR TIBIA FIBULA 3+ VIEWS BILATERAL,XR,TIB FIB
RM01307,BILATERAL,N/A,3,XR RIBS 3+ VIEWS BILATERAL WITH CHEST POSTEROANTERIOR,XR,CHEST/RIBS
RM01308,N/A,N/A,3,XR THORACIC SPINE 3 VIEWS INCLUDING SWIMMERS VIEW,XR,THORACIC SPINE
RM01309,N/A,N/A,4,XR MANDIBLE 4+ VIEWS,XR,FACE
RM01310,N/A,N/A,4,XR SKULL COMPLETE 4+ VIEWS,XR,SKULL
RM01311,N/A,N/A,1,XR THORACOLUMBAR SPINE SUPINE AND ERECT SCOLIOSIS,XR,UNCLASSIFIED
RM01312,N/A,N/A,2,XR KNEE 1-2 VIEWS INTRAOPERATIVE,XR,KNEE
RM01313,LEFT,N/A,2,XR KNEE 1-2 VIEWS INTRAOPERATIVE LEFT,XR,KNEE
RM01314,RIGHT,N/A,2,XR KNEE 1-2 VIEWS INTRAOPERATIVE RIGHT,XR,KNEE
RM01315,N/A,N/A,1,XR THORACOLUMBAR SPINE ERECT SCOLIOSIS,XR,UNCLASSIFIED
RM01316,N/A,N/A,1,XR HIP 1 VIEW PORTABLE,XR,HIP
RM01317,LEFT,N/A,1,XR HIP 1 VIEW PORTABLE LEFT,XR,HIP
RM01318,RIGHT,N/A,1,XR HIP 1 VIEW PORTABLE RIGHT,XR,HIP
RM01319,BILATERAL,N/A,1,XR HIP 1 VIEW PORTABLE BILATERAL,XR,HIP
RM01320,N/A,N/A,1,XR BONE SURVEY INFANT,XR,ENTIRE BODY
RM01321,N/A,N/A,1,XR NOSE TO RECTUM FOREIGN BODY PEDIATRIC,XR,PELVIS
RM01322,N/A,N/A,2,XR HIP 2+ VIEWS ORTHOPEDICS PRE OPERATIVE,XR,HIP
RM01323,LEFT,N/A,2,XR HIP 2+ VIEWS ORTHOPEDICS PRE OPERATIVE LEFT,XR,HIP
RM01324,RIGHT,N/A,2,XR HIP 2+ VIEWS ORTHOPEDICS PRE OPERATIVE RIGHT,XR,HIP
RM01325,BILATERAL,N/A,2,XR HIP 2+ VIEWS ORTHOPEDICS PRE OPERATIVE BILATERAL,XR,HIP
RM01326,N/A,N/A,1,XR BABYGRAM,XR,SKULL
RM01327,N/A,N/A,3,XR CERVICAL SPINE 2-3 VIEWS WITH FLEXION EXTENSION AND OBLIQUES,XR,CERVICAL SPINE
RM01328,N/A,N/A,2,XR HIPS AND PELVIS 2+ VIEWS PEDIATRIC,XR,PELVIS
RM01329,N/A,N/A,1,"XR LUMBAR SPINE ANTEROPOSTERIOR, LATERAL, AND OBLIQUES",XR,LUMBAR SPINE
RM01330,N/A,N/A,1,XR SCANOGRAM BONE LENGTH,XR,ENTIRE BODY
RM01331,N/A,N/A,1,XR BONE SURVEY COMPLETE,XR,ENTIRE BODY
RM01332,N/A,N/A,1,XR BONE SURVEY LIMITED,XR,ENTIRE BODY
RM01333,N/A,N/A,1,XR CEPHALOGRAM,XR,SKULL
